essay_id,essay_set,essay,rater1_domain1,rater2_domain1,rater3_domain1,domain1_score,rater1_domain2,domain2_score,rater1_trait1,rater1_trait2,rater1_trait3,rater1_trait4,rater1_trait5,rater1_trait6,rater2_trait1,rater2_trait2,rater2_trait3,rater2_trait4,rater2_trait5,rater2_trait6,rater3_trait1,rater3_trait2,rater3_trait3,rater3_trait4,rater3_trait5,rater3_trait6,comments
271,1,"Dear Local Newspaper, I've heard about your problems with computers, and would like to state my opinion. I think that computers teach you more than they, disable you. For example , say you have a research project and you need to look someone up, you go on the computer and you got him. Also, say you want to go far for vacation; like @LOCATION1. You can go on the internet and find out how they live there. My last reason is that now you can be on the computer and still interact with family and friends. First, I stated the first one because a couple of weeks ago I had a social studies research project. But ig I couldn't use a computer then I would of had to use a book; instead of going on the computer and just looking it up. Another exsample could be like you need pictures to make the project look better . So you can go on google and find a picture to go with you project. But thats not all the internet can help you with. Like say you been planning a trip to @LOCATION1 for your honeymoon but never been there or know anything about it, but your honeymoon is a month away. You can go on the computer and learn about it. Also now they have online classes and you can learn their language before you go. But to wrap it up I have on more exsample. Lastly, chatting sosme people think because you on the computer all day you can't interact with others, but you can. for exsample, like they have a website called @ORGANIZATION1. You can chat with all your friends at once. Also they have video chatting, so you can be looking right at the person while your talking, all that's all I can think of. I hope that my lette and probably many others show you about computers actually do.",4,4,,8,,,,,,,,,,,,,,,,,,,,,"ID1,ORG2,STY2"
16496,6,"Marcia Amidon Lüsted, author of ""The Mooring Mast,"" highlights not only the safety hazards that the Empire State Building builders encountered while attempting to allow dirigibles to dock there, but also a factual aspect dealing with laws and violations that solidified the failure of such transportation. Normally dirigibles would moore in open landing fields and then weighted down to ensure that they would @CAPS1 motionless on the ground, but since the builders of the Empire @CAPS1 Building are tempted to dock dirigibles @NUM1 feet in the air, nature and airspace laws come in to play. The Empire State Building rising 102 floors high was a feat in and of itself; the vision of dirigibles docking at such height by builders was maimed by both the forces of actual nature and legal disputes. The fact that dirigibles would have to dock at the top of the Empire State Building was not approved by nature. the winds in the airspace @NUM1 feet in the air were not only strong but constantly shifting due to violent air currents so forceful that even ""the U.S. Navy dirigible Los Angeles... could not get close enough to tie up. It was too much of a safety hazard and gamble to more a dirigible with winds not cooperating. The most factual and practical problem builders faced with the idea of docking dirigibles atop the Empire State building dealt with a violation of an airspace law. The existing law banned ""air ships from flying too low over urban areas,"" meaning that legally it was a potential safety hazard to direct and dock a dirigible that high in the air. Without certainty for success, the operation of docking dirigibles on the Empire State Building was halted in the late 1930s. Although the builders of the great Empire State Building could build at @NUM1 foot sky scraper the attempt to dock dirigibles upon the building failed mainly because of safety hazards.",3,3,,3,,,,,,,,,,,,,,,,,,,,,"ID1,ORG2,STY2"
4528,2,"Everday hundreds of people visit your local library. The library offers and array of things such as books, music, movies, magazines and newspapers, but what 'limits' does the library have about the content of those things? All sorts of people go to the library. I go to the library, you go to the library, moms, dads, aunts, uncles, siblings, we all go to the library at one time in our life. Different crowds of people have different interests that @MONTH1 offend others. The question is, should we limit or rule out certain subjects in libraries?     Limiting or censoring the mass media we have in our libraries would nearly empty them. Truth is, someone, somewhere is going to take offense to the items in most libraries; you can never please everyone. Also, some of these topics could be used for educational purposes. Take anatomy books for example. While high school and college srtudents use these books and diagrams to study, some mothers many find them inappropriate for their young children to see. This is why libraries have seperate sections for different audiences. There could be a childrens section, a 'tween' section, and an adult section to help with this issue. Also, everyone has different interests. I, personally, can not stand rap music but my sister loves it. Eventhough I find some of the things they say in those songs offensive it is my choice to listen to it or not. The song writers, singers, publishers, and authors who write this material have the freedom to do so. Who are we to tell them they can't write about sex, drugs or murduer because, face it, those things are part of our day to day lives. If children aren't seeing these things in libraries, they will eventually come across them else where.     Should we remove 'offensive' material from libraries? No. If we do that there will be no books to read, no movies to watch or music to listen to because everyone will take offense to sometyhing.",4,3,,4,4.0,4.0,,,,,,,,,,,,,,,,,,,"ID1,ORG1,STY2"
13231,5,"The author of this passage seems very happy about the way her life is today. She explains that her parents originally from Cuba arrived in the United States in 1956. She tells us about how she was born in 1961 and situated in a two family, blond brick building. She talks about growing up in this enviroment instilled in me a great sense of family. She mentions that her parents raised her well and they made it seem like they were a extremely great family. The author of this memoir seems extremely happy and she thinks she found the definition of family",2,2,,2,,,,,,,,,,,,,,,,,,,,,"ID2,ORG2,STY1"
15579,6,"The lack of the landing area. Also the body of the dirigible can Swing Is another obstacle that the Empire State Building faced. The other obstacle they faced, ""The winds on top of the building were constantly shifting due to violent air currents."" The dirigibles were flying to low over the urban areas and that is a law against airships. The @ORGANIZATION2 from Los Angeles could not get close enuff to tie up the dirigible do to the wind. Alot went wrong with transportation of Passengers so they stoped doing that.",2,3,,3,,,,,,,,,,,,,,,,,,,,,"ID2,ORG3,STY2"
3796,2,"Libraries are a great resource for information all around the world.  They contain many different styles and genres of books.  Some might not be appropriate for young children to read.  There are people that debate whether or not some books are too offensive to be put up on library shelves.  I believe that no book should be denied of this right.  Most children that go to a library already know what kind of book they want and are with an adult at all times.     Most libraries have children sections.  Offensive books are most likely found in the teenager or adults sections, not the children section.  So, to my defense, there could really be no way that a child would seek out these 'offensive' books anyway.  Children today are exposed to more explicit topics, but I doubt they would want to read a book about them.     Next, if a child goes up to the check out desk the librarian should be able to tell their parent or guardian that certain book is not suitable for that age of child.  Going back to my point of children usually go to libraries with their guardians, they should be supervised at all times while in a library.  If an adult cares that much about what their child reads they can easily decide what is offensive or not.     Finally, authors should not be punished for writing something they believe in or like.  They worked hard on writing and publishing their novels, they should be able to show them off.  If librarians do take off books for being offensive to some adults, a lot of books will be gone from the shelves.  The quote used for this essay explains this thought more thoroughly.  People should be able to read whatever they want, offensive or not.  Children being able to do this? Depends on the parent.      There is no way a child could check out an offensive book, take it home, and read it without their guardian knowing.  Yes, all parents do not care about what their child reads, so this could happen.  Just because some adults complained about books being too offensive for their children doesn't mean a revolt has to happen.  Those parents should just step up and be more strict about what their child can and cannot read.  Some of the most 'offensive' books out there are the very best to read.",4,4,,4,4.0,4.0,,,,,,,,,,,,,,,,,,,"ID1,ORG1,STY1"
10189,4,"In the story “winter Hibiscus” the author Minfong Ho ends with “when they come back, Saeng vowed silently to herself, in the spring when the snows melt and geese return and this hibiscus is budding, then I will take that test again."" she ended with this show her determination to do good in her country and show that memories of her grandmother help her to strive for the best in her new country, in her new home. In the beginning of the story Saeng is at a flower shop and she sees all the flowers of her home country growing in poto. At the sight of all these flowers memories flood back to her, memories that bring her joy and sadness. Then when she returns home she tells her mother that she failed the test you can tell from her actions that she is disappointed, “I-I failed the test  Saeng did not dare look her mother in the eye  nervously tore off a leab,shredding it to bits”. After a while she planted the flower in the vegetable garden. The buying and planting of the vegetable shows that Saeng wants to remember her grandmother and home. Thinking  about her grandmother helps her to survive for better, helps her want to succeed in her new home. Memories of her grandmother make her sad but in away make her happy.  ",3,2,,3,,,,,,,,,,,,,,,,,,,,,"ID2,ORG3,STY2"
19251,7,one time I was in  patient. We was an are way to see the point. The had family was with us. We all was in @NUM1 car and vans. I was like and the van @NUM2 and the car and @NUM3 in the car.  It was like a @NUM3 hour drive. I was in the car with my mom and @NUM1 sister. We was and takere for like a hour. First I was on the fane then I was just having a family talk bye like an hour I was so in patient. And all I could here was my mom like be patient we gone get there. I’m like no no I want to be there @CAPS1. She like we got all day. Then we stop to get something to eat. Then we was there.,7,4,,11,,,2.0,2.0,1.0,2.0,,,1.0,1.0,1.0,1.0,,,,,,,,,"ID2,ORG3,STY3"
1527,1,"Dear @CAPS1 @CAPS2 @CAPS3, @CAPS4 many people think comptuers are bad there are many reasons as to why they are good. Computers are very environmental friendly and so are @PERCENT1 @DATE1 people today. They also allow us to type assignments and other important papers. People also don't know that they are not the worst @ORGANIZATION1 on the market today. Computers @MONTH1 take away time from people that they should be spending on excersice, but computers arent the only thing that do that more people spend time watching @CAPS5 then they do on any other activity, @PERSON2 head @DATE1 @ORGANIZATION1 conducted a survey in @DATE1. His survey showed that out @DATE1 the @NUM1 people questioned @PERCENT2 spent @NUM2 hours a day watching @CAPS5, @PERCENT3 spent @NUM3 hours on the computer, @PERCENT4 spent @NUM4 hours reading and @PERCENT5 spent @NUM4 hours excersising. So clearly computers are not our biggest problem. Many people today are ""@CAPS7"" or ""@CAPS8-environment"". So instead @DATE1 buying newspapers or magazines most people go online to research current events. @PERSON1, @CAPS9 @DATE1 the @ORGANIZATION2. Says if we use comptuers instead @DATE1 newspapers @PERCENT6 @DATE1 the trees we cut down each year will be save. So obviously computers are environment friendly. Todays youth is messier than it ever was. @CAPS10 are having a hard time grading papers and tests because @DATE1 kids hand writting. So instead @DATE1 handwritting papers, kids make it easier on @CAPS10 by typing their work. Rescent studies show that @PERCENT7 @DATE1 @CAPS10 find it easier + better for kids to type papers. This shows kids are better off typing papers, and assignments. I hope you now understand my position on computers. The help us in many other ways too. In conclusion, they are not as time-consuming as every one @MONTH1 think. They also help us with research, are enviromental-friendly, and help the youth @DATE1 our world become neater one click at a time.",5,5,,10,,,,,,,,,,,,,,,,,,,,,"ID2,ORG1,STY1"
9249,4,"The author added the last paragraph because Saeng’s vow helps the reader Saeng and her pain, but her optimism that things will get better. I translate the vow into when things start to be normal again it will get much better for her in this new country. The spring symbolizes normal because at home where she thinks is normal is covered with beautiful flowers, like spring. The snow melting would be the pain going away. The geese returning would symbolize that saeng knows things will get better like she knows the geese will be back in the spring. The hibiscus in the story has symbolized her home and her grandmother, which symbolize happiness, so she will be happier when things get better.",2,2,,2,,,,,,,,,,,,,,,,,,,,,"ID1,ORG1,STY1"
7610,3,"The cyclist is affected by the features of the setting. The cyclists has been pedaling his bike in the direction that the old men told him to go to get to Yosemite. Soon he is out of water and very tired and he believes he will die soon. But then he finds a fish camp, goes in the bathroom to revive himself. when he comes out a man is sittiNg on the porch. The author gets directios from him and is happy that he is on the right track again.",1,2,,2,,,,,,,,,,,,,,,,,,,,,"ID3,ORG3,STY2"
12085,5,"The mood of this memoir created by the author is a grateful and/or thankfull mood. The mood is grateful because in the first several paragraphs it mentions how their home is not a high quality and they do not live a average middle class life but a severely lower-class life. However throughout the excerpt it is mentioned how whatever they lacked in quality they made up for with the coming together of their ""family"". By family it means how the other immigrants came together as one and helped one and another. Narciso mentions how even though his family had very little to share, they would always share all that they had to offer with anyone who needed it. By following this example mainly set by his parents he learned about life's lessons that he will never forget and is forever thankful and grateful to his parents for showing him.",3,2,,3,,,,,,,,,,,,,,,,,,,,,"ID1,ORG2,STY2"
18496,7,I am the type of person who you would call inpaient but I will try to explan it in the best way I can the only time I am patient is when something existing on tv comes on my frinds are always paient for everything @CAPS1 @CAPS2 and other things but I am never paient,3,3,,6,,,0.0,1.0,1.0,1.0,,,0.0,1.0,1.0,1.0,,,,,,,,,"ID3,ORG3,STY3"
3841,2,"Books movies and music should not be removed from the shelves. For many of years people would come to the libaray for them. some  @MONTH1 be volger as well as they @MONTH1 be offensive, but there should be a age check out law. as well as being with in consideration for this centerys ways.     There are many people who thribe off of the horrable thing people put out in to the world. They love to pain of others. Instead of taking the offensive work off the shelves, there should be a age limmit to what sertan age groupes should read. Yees there are young kids who are reading this kind of things, but that lyes with the parents.           If there was a age limmit of what people should be able to read then that would solve the problem.As well we could have the parents sign out the book saying it is okay for their child to read such a book.      if we  had all of this then there would not be any more problems. it would be a nice controled libaray. so in conclustion this is the way to go. this is the futur of tommorw",3,3,,3,2.0,2.0,,,,,,,,,,,,,,,,,,,"ID2,ORG2,STY3"
4039,2,"Ever went to the library and seen a book that was to graphic for a certain section. When little kids came into the library does it seem like they should stay away from that section. Well censorship should be in librarys now a days. Many children are seeing bad material at too young of an age.  Due to seeing this they @MONTH1 get bad ideas and possibly lead them the wrong way in life.     In librarys they have many books that are too mature for young children. They should have a restricted section in the librarys that only peolple of age or with parental guidance can pick books, movies, music, games, and magizenes from that section. For example, in video stores they have and adult section that only adults @MONTH1 enter not children. Librarys should be that same way but not with same material in video stores.     Personaly, I have seen children learning bad behaviors from video games, movies, and some books. While these children are young they do not know what is bad for them. So when these kids see the movie stars they envy and video games they enjoy harming other people they will pick up on the violence and do it themselves.     Librarys do need to take these books, movies, games, music, and magazines off of the shelves. If they do not then they should make a place children can not get ahold of these materals that can affect judgement. So when taking a younger child ta a library go in with and walk with them. It will save our kids of the next generation from violence and all other wrong doing habbits in these books, games, magazines, and music.     As long as there is not censorship in librarys our children will see these bahaviors and recreate them with other friends thinking thats its okay to do. Yes, once again I say censorship should be in librarys of any thing of certain age groups or if it is offencive. Do not let young kids walk alone in librarys so they can come across the wrong material for their age.",4,4,,4,4.0,4.0,,,,,,,,,,,,,,,,,,,"ID2,ORG2,STY2"
6190,3,"The features of the setting affect the cyclist, because there are no cars, building, water, or people in sight. It goes from flat road to rolling hills. Even though he had no water he was determined to keep pedeling. “Rough road Ahead, do not exceed posted speed limit” At this point he had no water left and he was pretty much in the middle of nowhere. If I was in his situation I would feel hopeless. There was no sign of hope. He just saw endless rolling hills and that was all. Then when he saw the building over the hills he thought he was home free. So he pedeled up to the building, and that with all the others was abandoned. The cyclist thought he was going to die. In conclusion the features of the setting greatly affected the cyclist because seeing nothing gives him no hope. If he had cars and buildings on both sides of him that probably would have give him some confidence but that was not the case. He is in the middle of nowhere. He finally came to bend and say “Then, as easily as randing a bend my troubles, thirst, and fear were all behind me.”",2,2,,2,,,,,,,,,,,,,,,,,,,,,"ID3,ORG2,STY2"
1779,1,"Dear @LOCATION1, *@CAPS1*. Now I hear my favorite @CAPS2 tunes. A few clicks here and type in a word and I am watching a funny episode of ""@CAPS3 of @CAPS4 #@NUM1"". I go to my @CAPS5 page and feel the cool keys under my fingertips as I send @CAPS7 to my friend in @LOCATION3. These are only some things I can do on my computer. As you can see I need my computer for many things. I am all for using computers and I think they are a useful resorce. But @CAPS6't stop now, I have many more reasons for using computors. Thier not all that bad. Primarily, if you want to save money on gas, @CAPS6't Use @CAPS7 @CAPS8!! I can't stress @CAPS7 enough to say that if you need to talk to a friend far away @CAPS6't drive and waste gas, or even waste money on long-distance calls. Go to @CAPS5, facebook, twitter, or something that will save you gas and money. Some people want to talk to thier friends in @LOCATION2 but they @CAPS6't have any of these computer sites. Pursuade them too!! Another issue some face is, ""You need to get out and excersize."" I have only one answer. Most people @CAPS6't know the right ways to excersize. Then, they end @CAPS8 hurting themselves. If they just went online and found out that they could do a painless, priceless, fun work out that is very effective then they would not get in so much physical and finantial trouble. Also, others complain that people need to @CAPS10 more out in nature. Well, I say, what if you encounter a wild animal that you know nothing about, or say you were lost for days and didn't know what you could or could not eat? LIke I @CAPS9 say, ""@CAPS9 @CAPS10 @CAPS11"" remember @ORGANIZATION1. FInally, if your doing a report or something formal, you want @CAPS7 to look nice, right? Well, @NUM2 out of @NUM3 people in the @LOCATION4 have messy handwriting and 9/@NUM3 teachers mistake words that are messily hand-writen. This shows that if you use a computor @CAPS7 will not only show the word you wrote but also correct @CAPS7 with spell check. In conclusion, there are many benefits to using a computor. Lets recap, computors can save money, time, and gas. Computars can provide useful information in the real world. They can also correct spelling mistakes as well as prevent mistakes in legibility. Act now!!! Show others that there are benifits to using computers, show them all the wonders of this amazing machine, That is not only a time waster but a life saver.",5,5,,10,,,,,,,,,,,,,,,,,,,,,"ID1,ORG1,STY2"
4677,2,"Censorship in libraries could have negative effects on the library. Parents have different views on books, music, ect. One parent @MONTH1 not have a problem with one book that has a few curse words in it but another parent might think it is not something they want their children to pick up and read then later on start using that kind of language. But if the libraries censor that book and is taken out of the library it would make a big impact on people because, what if somebody really likes that book but since someone complained about it, it is now not allowed in the library. The library would lose people because of books being censored.     Everybody might not agree on different subject and they would want a certain book, music, movie or magazine censored. But if one person complained and the book is no longer there does that mean the libraries are going to be empty for now on. A person who @MONTH1 not have children might say, '@CAPS1 one little joke can hurt.' A joke not suitable for a child under @NUM1 to read, hear, or watch. But a parent might get upset that their child is hearing, reading, or even seeing these things and might band it from the library.     When a student @MONTH1 need to go to the library to go look up their topic they must research for school and can not find any or even good books on that topic because someone who thought the book was offensive has been removed from the library. The student might get frustrated and would not know what to do and would have to get most to all of their research off the @CAPS2. What if their teacher/proffesor said that they needed more then one source and all their information can not just be off the computer they need a book, magazine, or newspaper source also. But since that topic they are researching about has upset someone they are not able to find the imformation they are looking for.      Yes, there are some books, music, movies, magazines, and sometimes newspapers that are not for children under @NUM1 or even pre-teens to teens. That is why the libraries are divided into sections for the age groups. Still how do these section keep our children from reading something unaporite. Parents should know when they come into a library they should look for signs on the walls, if a library does not have signs that tell them what kind of section they are coming into all they have to do is grab a few books of the shelfs and read the inside cover or outside to suggest what kind of books are in the rest of that section. It should not be hard to find these sections because usually the children section has toys and puzzles in them and children theme walls.      Censorship would not only get rid of the books, music, movies, magazines, etc., but it would also make our libraries empty. A lot of people have different point of views, his view might be diffrent from her view. From teens to young adults, teachers to children, parents to non-parents. Everyone is different no one person can speak for the whole world. This is why censorship would not work in our libraries.",4,4,,4,3.0,3.0,,,,,,,,,,,,,,,,,,,"ID1,ORG2,STY2"
12621,5,"in This @CAPS1, narciso Rodriguez, The @CAPS2 in the @CAPS1 would be a @CAPS5 bit sad, sad because @CAPS3 is taking about her life and how @CAPS3 grows up in a one @CAPS5 Simple house in 1961. her mother didns want her to live anywhere else. @CAPS3 was a only child. and this @CAPS1 tells you mostly about her life. That is the @CAPS2 in the @CAPS1 @PERSON2.",1,0,,1,,,,,,,,,,,,,,,,,,,,,"ID3,ORG3,STY3"
498,1,"To whom @CAPS5 @MONTH1 concern at @CAPS1 @CAPS2 @CAPS3, @CAPS4 @CAPS5's possible, imagine a world @CAPS7 computers, @CAPS1 drivers are bumping around and having difficulty watching the wheel and the road, phone bills are throughh the roof because of the whole world having no other way of communicating, and students are home worried sick that they don't have a book to study with. Computers affect all of these areas of our lives. They teach hand-eye coordination, allows us to communicate with others dozens of ways, and let students learn and stay up-dated from their very own home. Computers must stay a fundamental part of our every day. To begin, computers must remain in our community because they teach even young children hand-eye coordination. In a recent report the @ORGANIZATION2 states that in the past five years; the number of driving students who pass on their first try has almost doubled. The video games, the computer mice, and even typing the brain at a young age to work in sync with the body's arms, finger and other apend ages, ""@CAPS5's not only on the road where hand-eye counts."" says @PERSON1, head of surgery at @ORGANIZATION1 hospital. ""@CAPS6 finding that younger doctors, ones that grew up on video and computer games, can form robotics surgery with much more presision than our older atendings."" @CAPS7 the coordination we aquire from the computer many jobs @MONTH1 be out of reach, too. When saked, @NUM1 out of @NUM2 managers of local business said they would have someone who could type, over someone who couldn't. So, though you @MONTH1 think computers teach no they can coordination for the rest of a persons life. Secondly, computers should be part of homes because they allow people to communicate with others world. In a @DATE1 poll, only @PERCENT1 of @NUM3 years old had, but a recent poll says that @PERCENT2 now have e-pals. Computer have opened to communicate e-mail, @CAPS8, social networking sites, just to name a few! Parenting @CAPS9 says that parents prefer there teens to e-mail trends or @CAPS8 as aposed to talk on the phone because @CAPS5 quiets the house, the phonelines for others and keeps phone bill low. My friend once only talked online for a month and her parents encourage her because the phone decreased by a third, @CAPS5's clear that even though you @MONTH1 feel that computers take up time that could be spent with others, @CAPS5's actually a way to communicate with people everywhere. Finaly, computers can help students learn. In todays schools, students depend on homework being posted online, and getting their books over the web. Once, my brother didn't take home his book-bag for a week, and got all online. We was greatful for the strain off his back. When asked @PERCENT3 of @NUM4 graders say they use e-books at least twice a week. the internet also is a valuable research tool. @NUM5 out of @NUM2 highschoolers say they use a book for researh less than once a month. As you can see, the internet is a valuable learning tool. In conclusion, computers help as with coordination, communication and education. Computers have nothing but positive effects on people on society as a whole.",6,6,,12,,,,,,,,,,,,,,,,,,,,,"ID2,ORG2,STY2"
21343,8," He laughed, I hadn't heard his laugh all day. It was just after @DATE1 and @PERSON2 and I had just fixed our off and on relationship. He had picked @CAPS1 up from my house so we could hangout at his. He had seemed upset since he had picked @CAPS1 up which was completely out of the norm for him. He was always smiling or laughing and had some funny story to tell @CAPS1, but not today. Today he was quite, we had been together for about two hours already and he'd said all of about a sentence to @CAPS1 and I had only gotten one of those lame half smiles that really meant ""I'm not in the mood so just stop"".  We were watchingDespicable @CAPS1 for about the third time when the yelling started, he was standing against the wall next to his bed when his dad just started shouting, his voice was followed by a higher softer voice yelling back, it was @PERSON2's step mom. The were arguing about cheating or drinking or staying out to late, I really don't remember, I couldn't hear to well and I was paying attention to @PERSON2 to watch for his reaction. He stood where he was for a couple minutes just staring straight in front of him, he looked like he was going to cry. Then he slumped to the ground, pulled his knees up, crossed his arms over them and put his head on his arms, for a second I thought he was crying. My big tough guy who didn't ever deal with anyone's crap looked as hurt and helpless as he could get, he looked more helpless then I felt. I mean what could I do, I had no idea whether he would want to be left alone or if he'd want someone to hug him and make him feel better so I sat where I was, on his bed, leaning against the wall just looking at him hoping he do something to help @CAPS1 decide what would help him feel better. In the living room his parents were still screaming and yelling at one another when another voice joined in, it was his step mom's friend, @PERSON1. She was trying to stop them from fighting, trying to help but @PERSON2's dad, @PERSON3, wasn't one to interrupt, when he was mad you simply stayed out of his way. @PERSON1 had made a mistake. Suddenly there was a crash, @PERSON2 jumped, and the sound of cupboards being slammed and glass being broken, the only statement I could make out was ""that was your grandma's, your mom is gonna be pissed!"" from @PERSON2's step mom. @PERSON2 got up, walked over to his door, and locked it. He stood there for a second with his forehead against the door then he turned and walked over to @CAPS1, he laid @CAPS1 down and cuddled with @CAPS1.   There was more shouting now, something about food, cars, and getting all of someones crap out of the house. There was the sound of food being thrown, then a door slamming and tires screeching. Finally they were done. @PERSON3 was leaving too, you could tell by the sound of a big diesel truck driving off. Now we were alone, @PERSON2 finally looked at @CAPS1, I could tell he was sad, he still looked like he wanted to cry. I could tell he hated the fighting and that's when I realized that's what had been wrong with him all day, they had been fighting like this all week, they were getting divorced. It wasn't the first divorce he had been through either, that was his dads third wife that had just walked out the door.   ""@CAPS2, that's hell and really scary. Promise @CAPS1 WE will @CAPS3 fight like that?"" I said. I had @CAPS3 heard anyone fight like that and frankly it scared @CAPS1, I would @CAPS3 want that kind of thing going on in my house.  ""I promise.""he smiled.  I kissed him on the nose and went to get up but he pulled @CAPS1 back down and kissed my nosed, I looked at him and smiled "" @CAPS4, I really really gotta pee."" That was all it took, he laughed, I hadn't heard his laugh all day.",25,22,,47,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,4.0,4.0,4.0,,,,,,,"ID2,ORG2,STY2"
16513,6,"In the excerpt, The Mooring Mast, written by Marcia Amidon Lüsted, the builders faced obsticles in attempting to allow dirigible to dock at the Empire State Building. One obsticle the builders faced was that they had to modify the buildings framework in order to install the mooring mast. The builders had to modify the building because ""a thousand-foot dirigible moored at the top of the building, held by a single cable tether, would add stress to the buildings frame. ""The stress of the dirigibles load and the wind pressure wood have to be transmitted all the way to the buildings foundation, which was eleven hundred feet below."" That was another obsticle the builders faced. Also, the mooring mast never fulfilled its purpose because of safety. Hydrogen is highly flammable. The biggest obsticle was nature. The winds were constantly shifting due to violent air currents. The idea was neither practicle nor safe.",2,3,,3,,,,,,,,,,,,,,,,,,,,,"ID1,ORG2,STY1"
13000,5,"In this memoir, the auther creats a mood. The mood that this author creates is the gratefulness. The reason that I say gratefulness is because Narciso Rodriguez is so greatful, and so happy to have two loving, caring, selfless parents. He's grateful to have not only a house, but a warm, cozy home, where he's grown up in and had so many memories. He is grateful to have all the perks of a traditional cuban home, with the food, the music, and all of the people Narciso is grateful that his Parents basically just gave up their own lives and dropped everything, so that he could have a better life. Nariso cannot imagine @CAPS1 to @LOCATION1 not knowing the language, not knowing anything, and leaving everything he knows behind. However that's what his parents did. they sacrificed so much for him. and he appreciates that more than anything. I think that the mood that the author chose for this story was perfect.",3,3,,3,,,,,,,,,,,,,,,,,,,,,"ID1,ORG1,STY2"
10203,4,The author of “Winter Hibiscus “decided to end the story with this paragraph because its like a new beginning for saeng. In saeng moves and fails the test .The winter hibiscus comforts her from the memories of where she used to live. It gives her hope and in the winter it wouldn’t be as nice as it would be in the spring. Spring is also time for new beginnings because in the winter everything dies and comes back to life in spring .saeng feels she would take the test as a new beginning. From my personal experience I always do spring cleaning because I want to begin fresh. Spring is also filled with fresh air and gives me inspiration to do good. This could be why saeng wants to take the test in the spring time. Therefore the author of “Winter Hibiscus “decided to end the story with that paragraph because they wanted to show how saeng wanted a new beginning.  ,3,2,,3,,,,,,,,,,,,,,,,,,,,,"ID3,ORG2,STY2"
6863,3,"How the features of the setting affects the cyclist is the condition of the roads, rolling hill, and the?? heat. The conditions of the road in the settings affect the cyclist because the roads are rough. An example firm the texted is “ I noticed that terrain changing. Flat road was replaced by short ralling hills. These condition make is hard for the cycled it gives him a challenge.  The rolling hills challange him a regret to stay on the road it is easly tricky and challenges so was The heat & sun was also played an affection on the cyclist. An Examples from the @CAPS1 is.” I chuckled, checked my water supply and moved on. The sun was beginning to heat doing but I barely not ???. the sun was not starting to get him  ?? sharply ??  It will start to get ????? when is ?? is high deserts. I conclude that these features in the setting affected the cyclist in many ways but he keep pushing himself to more on.  ",3,2,,3,,,,,,,,,,,,,,,,,,,,,"ID2,ORG3,STY3"
3395,2,"The Author should be the judge on whether or not they want there book censored. I believe that libraries shouldnt have to take out books with offensive language. If the author likes how it was originally made, then thats how they would like to present it. It would be taking away a Right in the @CAPS1. If you were to write a book and somebody says you cant put a certain word. That isnt up to the public to make a decision.         Its almost like rewriting history. It would be like having someone take out a word in the @ORGANIZATION1. If any word is changed it is a incorrect @ORGANIZATION1. It just changes the entire subject. You cannot reword whats been written.     Public views are starting to take over the world. Instead of letting the facts be the facts people want to adjust things so it is less offensive. Next thing you know there will be a replaced word for slavery. Slavery is a strong, bold word that represents a horrible thing. If somebody switched that word it could lead to it happening again. I say with all my heart that people need to respect what has been written and leave it that way or dont read it",3,3,,3,3.0,3.0,,,,,,,,,,,,,,,,,,,"ID2,ORG2,STY2"
6804,3,"Author Joe Kurmaskie learns the dangers of a lifeless wilderness during his experience described in “do not exceed posted speed limit.” As a cyclist riding in one of the most undeveloped areas in California, the lack of water found in this setting proves crippling to his survival. The trails he was directed to had no towns or sources of fresh, drinkable water for days. The combination of constant exercise riding through the terrain, lack of water and recources, California summer weather and lack of civilization trained the author’s energy and caused him to suffer from dehydration. Too much exposer to these conditions could have killed him. The modern time period and year also caused the directions the author were given to be in accurate, and, thus, causing the cyclist to find him self in such a dangerous area of the country. The setting of “do not exceed posted speed limit” places the cyclist in a life threatening situation.",3,3,,3,,,,,,,,,,,,,,,,,,,,,"ID1,ORG2,STY2"
9261,4,The Author concludes this story with that paragraph because she is saying that she could not concentrate on the test because she wanted to go back to her home country.,1,1,,1,,,,,,,,,,,,,,,,,,,,,"ID3,ORG3,STY2"
